Pulse Ox data file Pulse000.csv code file /Users/g-gollin/SuperWoodchuckie2/_medicine/pulse_oximeter_2024_code/run_pulse_oximeter_2024_v5/run_pulse_oximeter_2024_v5.ino
Code date/time of last compilation was Feb 15 2024 22:07:59  DS3231 RTC date and time are 2024/2/16 (Friday)   4:08:18. temperature: 23.00*C or 73.40*F
N,t (ms),NIR I,white I,pulse ox light I,white light I,pulse ox 415,pulse ox 445,pulse ox 480,pulse ox 515,pulse ox clear0,pulse ox NIR0,pulse ox 555,pulse ox 590,pulse ox 630,pulse ox 680,pulse ox clear,pulse ox NIR,skin color 415,skin color 445,skin color 480,skin color 515,skin color clear0,skin color NIR0,skin color 555,skin color 590,skin color 630,skin color 680,skin color clear,skin color NIR,magic date
767,33918,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,62,94,155,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
768,33956,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,152,320,0,0,0,0,0,0,2,5,35,64,60,3,9188
769,33993,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,60,92,148,312,0,0,0,0,0,0,2,5,35,64,60,3,9188
770,34030,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,61,92,148,311,0,0,0,0,0,0,2,5,35,64,60,3,9188
771,34068,9.749,-0.430,0,0,0,0,0,0,0,0,4,13,60,91,147,310,0,0,0,0,0,0,2,5,35,64,60,3,9188
772,34105,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,61,92,148,312,0,0,0,0,0,0,2,5,35,64,60,3,9188
773,34146,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,60,91,148,311,0,0,0,0,0,0,2,5,35,64,60,3,9188
774,34184,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,94,151,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
775,34221,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,149,312,0,0,0,0,0,0,2,5,35,64,60,3,9188
776,34413,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,155,326,0,0,0,0,0,0,2,5,35,64,60,3,9188
777,34450,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,155,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
778,34492,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,156,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
779,34529,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,94,154,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
780,34566,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,160,334,0,0,0,0,0,0,2,5,35,64,60,3,9188
781,34604,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,156,341,0,0,0,0,0,0,2,5,35,64,60,3,9188
782,34641,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,162,340,0,0,0,0,0,0,2,5,35,64,60,3,9188
783,34678,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,151,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
784,34720,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,60,90,147,315,0,0,0,0,0,0,2,5,35,64,60,3,9188
785,34757,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,152,315,0,0,0,0,0,0,2,5,35,64,60,3,9188
786,34794,9.749,-0.430,0,0,0,0,0,0,0,0,4,13,60,90,147,311,0,0,0,0,0,0,2,5,35,64,60,3,9188
787,34832,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,96,153,315,0,0,0,0,0,0,2,5,35,64,60,3,9188
788,34869,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,91,150,320,0,0,0,0,0,0,2,5,35,64,60,3,9188
789,34907,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,156,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
790,34948,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,157,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
791,34985,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,153,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
792,35023,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,97,157,334,0,0,0,0,0,0,2,5,35,64,60,3,9188
793,35060,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,156,336,0,0,0,0,0,0,2,5,35,64,60,3,9188
794,35097,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,97,160,342,0,0,0,0,0,0,2,5,35,64,60,3,9188
795,35139,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,161,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
796,35176,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,160,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
797,35214,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,162,349,0,0,0,0,0,0,2,5,35,64,60,3,9188
798,35251,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,162,351,0,0,0,0,0,0,2,5,35,64,60,3,9188
799,35288,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,97,163,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
800,35326,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,165,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
801,35520,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,154,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
802,35557,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,97,156,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
803,35595,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,61,92,151,324,0,0,0,0,0,0,2,5,35,64,60,3,9188
804,35632,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,97,157,328,0,0,0,0,0,0,2,5,35,64,60,3,9188
805,35670,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,328,0,0,0,0,0,0,2,5,35,64,60,3,9188
806,35711,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,153,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
807,35748,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,158,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
808,35786,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,93,155,336,0,0,0,0,0,0,2,5,35,64,60,3,9188
809,35823,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,159,338,0,0,0,0,0,0,2,5,35,64,60,3,9188
810,35860,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,158,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
811,35898,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,161,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
812,35939,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,97,161,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
813,35976,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,161,352,0,0,0,0,0,0,2,5,35,64,60,3,9188
814,36014,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,162,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
815,36051,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,98,164,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
816,36088,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,98,164,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
817,36126,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,163,352,0,0,0,0,0,0,2,5,35,64,60,3,9188
818,36167,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,157,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
819,36204,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,91,149,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
820,36242,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,154,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
821,36279,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,60,91,149,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
822,36316,9.749,-0.430,0,0,0,0,0,0,0,0,6,14,65,97,155,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
823,36358,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,157,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
824,36395,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,92,152,328,0,0,0,0,0,0,2,5,35,64,60,3,9188
825,36432,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,158,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
826,36625,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,94,159,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
827,36662,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,160,350,0,0,0,0,0,0,2,5,35,64,60,3,9188
828,36699,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,101,166,352,0,0,0,0,0,0,2,5,35,64,60,3,9188
829,36741,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,101,166,355,0,0,0,0,0,0,2,5,35,64,60,3,9188
830,36778,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,162,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
831,36816,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,102,169,363,0,0,0,0,0,0,2,5,35,64,60,3,9188
832,36853,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,164,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
833,36890,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,163,348,0,0,0,0,0,0,2,5,35,64,60,3,9188
834,36928,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,153,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
835,36969,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,152,326,0,0,0,0,0,0,2,5,35,64,60,3,9188
836,37006,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,156,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
837,37044,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,153,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
838,37081,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,97,157,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
839,37119,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,156,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
840,37160,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,156,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
841,37197,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,156,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
842,37235,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,159,336,0,0,0,0,0,0,2,5,35,64,60,3,9188
843,37272,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,158,339,0,0,0,0,0,0,2,5,35,64,60,3,9188
844,37309,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,162,342,0,0,0,0,0,0,2,5,35,64,60,3,9188
845,37347,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,95,159,343,0,0,0,0,0,0,2,5,35,64,60,3,9188
846,37388,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,159,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
847,37425,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,164,349,0,0,0,0,0,0,2,5,35,64,60,3,9188
848,37463,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,160,350,0,0,0,0,0,0,2,5,35,64,60,3,9188
849,37500,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,68,101,166,351,0,0,0,0,0,0,2,5,35,64,60,3,9188
850,37538,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,160,355,0,0,0,0,0,0,2,5,35,64,60,3,9188
851,37732,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
852,37769,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
853,37806,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,154,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
854,37844,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,153,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
855,37881,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,154,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
856,37918,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,154,324,0,0,0,0,0,0,2,5,35,64,60,3,9188
857,37960,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,155,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
858,37997,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,154,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
859,38034,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,159,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
860,38072,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,155,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
861,38109,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,161,338,0,0,0,0,0,0,2,5,35,64,60,3,9188
862,38147,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,157,340,0,0,0,0,0,0,2,5,35,64,60,3,9188
863,38188,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,94,157,341,0,0,0,0,0,0,2,5,35,64,60,3,9188
864,38225,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,164,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
865,38263,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,159,350,0,0,0,0,0,0,2,5,35,64,60,3,9188
866,38300,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,69,101,166,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
867,38337,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,159,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
868,38378,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,152,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
869,38416,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,155,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
870,38453,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,149,316,0,0,0,0,0,0,2,5,35,64,60,3,9188
871,38490,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,96,153,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
872,38528,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,61,93,150,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
873,38565,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,155,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
874,38606,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,154,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
875,38644,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,155,326,0,0,0,0,0,0,2,5,35,64,60,3,9188
876,38836,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,161,340,0,0,0,0,0,0,2,5,35,64,60,3,9188
877,38873,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,161,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
878,38911,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,160,345,0,0,0,0,0,0,2,5,35,64,60,3,9188
879,38948,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,162,345,0,0,0,0,0,0,2,5,35,64,60,3,9188
880,38990,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,163,348,0,0,0,0,0,0,2,5,35,64,60,3,9188
881,39027,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,164,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
882,39064,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,163,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
883,39102,9.749,-0.430,0,0,0,0,0,0,0,0,6,15,64,96,158,334,0,0,0,0,0,0,2,5,35,64,60,3,9188
884,39139,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,94,152,320,0,0,0,0,0,0,2,5,35,64,60,3,9188
885,39181,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,150,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
886,39218,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,152,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
887,39255,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,150,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
888,39293,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,97,155,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
889,39330,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,92,151,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
890,39367,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,97,156,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
891,39409,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,157,324,0,0,0,0,0,0,2,5,35,64,60,3,9188
892,39446,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,92,152,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
893,39483,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,159,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
894,39521,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,93,155,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
895,39558,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,161,335,0,0,0,0,0,0,2,5,35,64,60,3,9188
896,39600,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,162,339,0,0,0,0,0,0,2,5,35,64,60,3,9188
897,39637,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,157,341,0,0,0,0,0,0,2,5,35,64,60,3,9188
898,39674,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,163,342,0,0,0,0,0,0,2,5,35,64,60,3,9188
899,39712,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,158,343,0,0,0,0,0,0,2,5,35,64,60,3,9188
900,39749,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,68,100,164,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
901,39941,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,149,313,0,0,0,0,0,0,2,5,35,64,60,3,9188
902,39980,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,60,91,148,312,0,0,0,0,0,0,2,5,35,64,60,3,9188
903,40018,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,153,316,0,0,0,0,0,0,2,5,35,64,60,3,9188
904,40055,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,61,92,150,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
905,40093,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,155,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
906,40130,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,92,150,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
907,40167,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,98,156,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
908,40209,9.749,-0.430,0,0,0,0,0,0,0,0,6,15,65,98,157,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
909,40246,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,152,326,0,0,0,0,0,0,2,5,35,64,60,3,9188
910,40283,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,159,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
911,40321,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,154,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
912,40358,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,161,334,0,0,0,0,0,0,2,5,35,64,60,3,9188
913,40399,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,161,336,0,0,0,0,0,0,2,5,35,64,60,3,9188
914,40437,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,157,340,0,0,0,0,0,0,2,5,35,64,60,3,9188
915,40474,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,162,341,0,0,0,0,0,0,2,5,35,64,60,3,9188
916,40511,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,161,345,0,0,0,0,0,0,2,5,35,64,60,3,9188
917,40549,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,164,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
918,40586,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,156,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
919,40627,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,94,151,316,0,0,0,0,0,0,2,5,35,64,60,3,9188
920,40665,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,94,150,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
921,40702,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,150,312,0,0,0,0,0,0,2,5,35,64,60,3,9188
922,40740,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,92,150,313,0,0,0,0,0,0,2,5,35,64,60,3,9188
923,40777,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,152,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
924,40818,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,316,0,0,0,0,0,0,2,5,35,64,60,3,9188
925,40856,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,150,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
926,41050,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,154,328,0,0,0,0,0,0,2,5,35,64,60,3,9188
927,41087,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,94,155,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
928,41124,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,159,334,0,0,0,0,0,0,2,5,35,64,60,3,9188
929,41162,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,157,335,0,0,0,0,0,0,2,5,35,64,60,3,9188
930,41203,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,160,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
931,41240,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,164,349,0,0,0,0,0,0,2,5,35,64,60,3,9188
932,41278,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,164,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
933,41315,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,97,160,343,0,0,0,0,0,0,2,5,35,64,60,3,9188
934,41352,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,154,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
935,41390,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
936,41431,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,92,150,316,0,0,0,0,0,0,2,5,35,64,60,3,9188
937,41469,9.749,-0.430,0,0,0,0,0,0,0,0,4,14,63,96,153,316,0,0,0,0,0,0,2,5,35,64,60,3,9188
938,41506,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
939,41543,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,154,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
940,41581,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,150,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
941,41622,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,150,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
942,41659,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,65,97,156,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
943,41697,9.749,-0.430,0,0,0,0,0,0,0,0,6,14,62,92,152,323,0,0,0,0,0,0,2,5,35,64,60,3,9188
944,41734,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,159,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
945,41771,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,93,154,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
946,41809,9.749,-0.430,0,0,0,0,0,0,0,0,6,15,67,100,161,337,0,0,0,0,0,0,2,5,35,64,60,3,9188
947,41850,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,162,338,0,0,0,0,0,0,2,5,35,64,60,3,9188
948,41887,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,158,341,0,0,0,0,0,0,2,5,35,64,60,3,9188
949,41925,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,163,345,0,0,0,0,0,0,2,5,35,64,60,3,9188
950,41962,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,159,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
951,42153,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,152,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
952,42191,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,152,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
953,42232,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,94,152,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
954,42269,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,152,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
955,42307,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
956,42344,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,151,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
957,42382,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,150,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
958,42423,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,149,314,0,0,0,0,0,0,2,5,35,64,60,3,9188
959,42460,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,153,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
960,42498,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,60,91,149,318,0,0,0,0,0,0,2,5,35,64,60,3,9188
961,42535,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,153,317,0,0,0,0,0,0,2,5,35,64,60,3,9188
962,42572,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,60,91,150,320,0,0,0,0,0,0,2,5,35,64,60,3,9188
963,42610,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,155,320,0,0,0,0,0,0,2,5,35,64,60,3,9188
